,area_type,location,size,total_sqft,bath,price,bhk,price_per_sqft
8728,Built-up  Area,Whitefield,3 BHK,2210.0,3.0,156.0,3,7058.823529411765
8729,Super built-up  Area,Whitefield,2 BHK,1173.0,2.0,78.2,2,6666.666666666667
8730,Super built-up  Area,Whitefield,3 BHK,1740.0,4.0,130.0,3,7471.264367816092
8731,Super built-up  Area,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
8733,Super built-up  Area,Whitefield,3 BHK,1655.0,3.0,120.0,3,7250.755287009063
8734,Super built-up  Area,Whitefield,4 BHK,4003.0,6.0,300.0,4,7494.379215588308
8736,Super built-up  Area,Whitefield,2 BHK,1180.0,2.0,70.0,2,5932.203389830508
8738,Super built-up  Area,Whitefield,3 BHK,2023.0,4.0,130.0,3,6426.099851705388
8739,Super built-up  Area,Whitefield,3 BHK,2134.0,4.0,118.0,3,5529.522024367385
8742,Super built-up  Area,Whitefield,1 BHK,905.0,1.0,60.0,1,6629.834254143647
8748,Super built-up  Area,Whitefield,3 BHK,1452.0,3.0,90.0,3,6198.347107438017
8749,Built-up  Area,Whitefield,4 Bedroom,2850.0,5.0,240.0,4,8421.052631578947
8752,Super built-up  Area,Whitefield,4 BHK,2830.0,5.0,190.0,4,6713.780918727915
8753,Super built-up  Area,Whitefield,2 BHK,1295.0,2.0,78.5,2,6061.776061776061
8754,Super built-up  Area,Whitefield,1 BHK,840.0,1.0,57.6,1,6857.142857142857
8755,Super built-up  Area,Whitefield,1 BHK,640.0,1.0,19.83,1,3098.4374999999995
8756,Built-up  Area,Whitefield,3 BHK,1991.0,3.0,104.0,3,5223.505775991964
8760,Built-up  Area,Whitefield,3 BHK,1655.0,3.0,97.0,3,5861.027190332326
8761,Super built-up  Area,Whitefield,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
8762,Plot  Area,Whitefield,3 Bedroom,1200.0,3.0,67.77,3,5647.5
8763,Built-up  Area,Whitefield,2 BHK,1290.0,2.0,90.0,2,6976.7441860465115
8766,Super built-up  Area,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
8767,Super built-up  Area,Whitefield,2 BHK,1356.0,2.0,94.84,2,6994.100294985251
8768,Super built-up  Area,Whitefield,2 BHK,1338.0,2.0,103.0,2,7698.056801195815
8771,Plot  Area,Whitefield,3 Bedroom,3450.0,4.0,208.0,3,6028.985507246377
8775,Super built-up  Area,Whitefield,2 BHK,1267.0,2.0,90.33,2,7129.439621152328
8776,Plot  Area,Whitefield,4 Bedroom,2400.0,4.0,143.0,4,5958.333333333333
8777,Super built-up  Area,Whitefield,3 BHK,1836.0,3.0,125.0,3,6808.278867102396
8779,Super built-up  Area,Whitefield,3 BHK,3596.0,3.0,200.0,3,5561.735261401557
8780,Built-up  Area,Whitefield,3 BHK,1275.0,2.0,65.0,3,5098.0392156862745
8783,Super built-up  Area,Whitefield,2 BHK,1216.0,2.0,82.0,2,6743.421052631579
8784,Super built-up  Area,Whitefield,2 BHK,1495.0,3.0,88.0,2,5886.28762541806
8785,Super built-up  Area,Whitefield,3 BHK,1564.0,3.0,103.0,3,6585.677749360614
8786,Super built-up  Area,Whitefield,3 BHK,1585.0,3.0,84.0,3,5299.6845425867505
8789,Built-up  Area,Whitefield,3 BHK,1558.0,3.0,90.0,3,5776.636713735558
8790,Super built-up  Area,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
8792,Super built-up  Area,Whitefield,3 BHK,1704.0,3.0,120.0,3,7042.2535211267605
8796,Super built-up  Area,Whitefield,2 BHK,1300.0,2.0,78.0,2,6000.0
8797,Super built-up  Area,Whitefield,3 BHK,1570.0,3.0,88.0,3,5605.095541401274
8798,Super built-up  Area,Whitefield,2 BHK,1216.0,2.0,84.03,2,6910.361842105263
8800,Super built-up  Area,Whitefield,2 BHK,1216.0,2.0,72.5,2,5962.171052631579
8802,Super built-up  Area,Whitefield,3 BHK,2025.0,4.0,115.0,3,5679.0123456790125
8803,Super built-up  Area,Whitefield,3 BHK,1346.0,2.0,100.0,3,7429.420505200595
8807,Plot  Area,Whitefield,4 Bedroom,2990.0,3.0,198.0,4,6622.0735785953175
8810,Super built-up  Area,Whitefield,3 BHK,1720.0,3.0,98.97,3,5754.069767441861
8811,Super built-up  Area,Whitefield,3 BHK,1600.0,3.0,95.0,3,5937.5
8812,Super built-up  Area,Whitefield,3 BHK,1655.0,3.0,108.0,3,6525.679758308157
8813,Super built-up  Area,Whitefield,3 BHK,1740.0,3.0,95.0,3,5459.770114942528
8815,Super built-up  Area,Whitefield,2 BHK,1350.0,2.0,88.0,2,6518.518518518518
8817,Super built-up  Area,Whitefield,2 BHK,1216.0,2.0,80.0,2,6578.9473684210525
8818,Plot  Area,Whitefield,4 Bedroom,2900.0,4.0,225.0,4,7758.620689655172
8819,Super built-up  Area,Whitefield,2 BHK,1340.0,2.0,101.0,2,7537.313432835821
8821,Plot  Area,Whitefield,3 Bedroom,1500.0,3.0,78.57,3,5237.999999999999
8822,Super built-up  Area,Whitefield,3 BHK,1626.0,3.0,85.0,3,5227.552275522755
8824,Super built-up  Area,Whitefield,2 BHK,1100.0,2.0,65.0,2,5909.090909090909
8826,Built-up  Area,Whitefield,3 BHK,1270.0,2.0,65.0,3,5118.110236220473
8827,Built-up  Area,Whitefield,3 Bedroom,3117.0,3.0,261.0,3,8373.435996150145
8828,Super built-up  Area,Whitefield,2 BHK,1216.0,2.0,73.0,2,6003.289473684211
8830,Built-up  Area,Whitefield,3 Bedroom,3150.0,3.0,290.0,3,9206.349206349207
8832,Super built-up  Area,Whitefield,4 BHK,2956.0,5.0,234.0,4,7916.102841677944
8836,Super built-up  Area,Whitefield,3 BHK,2247.0,3.0,145.0,3,6453.048509123276
8837,Plot  Area,Whitefield,4 Bedroom,3940.0,5.0,265.0,4,6725.888324873096
8841,Super built-up  Area,Whitefield,2 BHK,1180.0,2.0,77.0,2,6525.423728813559
8842,Super built-up  Area,Whitefield,3 BHK,2140.0,3.0,139.0,3,6495.327102803738
8843,Super built-up  Area,Whitefield,2 BHK,1314.0,2.0,84.0,2,6392.6940639269405
8850,Super built-up  Area,Whitefield,3 BHK,1431.0,3.0,85.0,3,5939.902166317261
8851,Super built-up  Area,Whitefield,1 BHK,524.0,1.0,29.0,1,5534.3511450381675
8852,Built-up  Area,Whitefield,4 BHK,2830.0,4.0,161.0,4,5689.04593639576
8853,Super built-up  Area,Whitefield,4 BHK,2135.0,3.0,149.0,4,6978.922716627635
8855,Super built-up  Area,Whitefield,4 BHK,3075.0,2.0,188.0,4,6113.821138211382
8856,Super built-up  Area,Whitefield,3 BHK,1760.0,3.0,160.0,3,9090.90909090909
8857,Super built-up  Area,Whitefield,3 BHK,1655.0,3.0,110.0,3,6646.525679758308
8858,Super built-up  Area,Whitefield,1 BHK,840.0,1.0,57.0,1,6785.714285714285
8859,Super built-up  Area,Whitefield,3 BHK,1725.0,3.0,106.0,3,6144.927536231884
8862,Super built-up  Area,Whitefield,1 BHK,516.0,1.0,39.0,1,7558.139534883721
8864,Built-up  Area,Whitefield,4 Bedroom,6000.0,4.0,410.0,4,6833.333333333333
8865,Super built-up  Area,Whitefield,3 BHK,1639.0,3.0,107.0,3,6528.370957901159
8866,Built-up  Area,Whitefield,3 BHK,1820.0,3.0,113.0,3,6208.791208791209
8868,Built-up  Area,Whitefield,4 Bedroom,3565.0,4.0,218.0,4,6115.007012622721
8869,Super built-up  Area,Whitefield,4 BHK,3410.0,5.0,253.0,4,7419.354838709677
8872,Plot  Area,Whitefield,4 Bedroom,4500.0,4.0,330.0,4,7333.333333333333
8873,Super built-up  Area,Whitefield,2 BHK,1250.0,2.0,85.0,2,6800.0
8875,Super built-up  Area,Whitefield,2 BHK,1277.0,2.0,77.0,2,6029.757243539546
8876,Super built-up  Area,Whitefield,3 BHK,1820.0,3.0,140.0,3,7692.307692307692
8877,Built-up  Area,Whitefield,4 Bedroom,3453.0,4.0,247.0,4,7153.200115841298
8883,Super built-up  Area,Whitefield,3 BHK,2280.0,4.0,125.0,3,5482.456140350877
8884,Super built-up  Area,Whitefield,4 BHK,2882.0,5.0,200.0,4,6939.625260235947
8886,Super built-up  Area,Whitefield,3 BHK,1639.5,3.0,92.63,3,5649.893260140287
8889,Super built-up  Area,Whitefield,2 BHK,1190.0,2.0,70.0,2,5882.35294117647
8891,Super built-up  Area,Whitefield,2 BHK,1270.0,2.0,94.0,2,7401.574803149606
8892,Super built-up  Area,Whitefield,2 BHK,1220.0,2.0,89.0,2,7295.081967213115
8895,Super built-up  Area,Whitefield,3 BHK,3758.0,3.0,300.0,3,7982.969664715274
8900,Built-up  Area,Whitefield,2 BHK,1216.0,2.0,72.0,2,5921.0526315789475
8902,Plot  Area,Whitefield,4 Bedroom,5400.0,5.0,475.0,4,8796.296296296296
8903,Super built-up  Area,Whitefield,3 BHK,1396.0,3.0,74.0,3,5300.859598853868
8912,Built-up  Area,Whitefield,3 BHK,1615.0,3.0,96.9,3,6000.0
8918,Super built-up  Area,Whitefield,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
8921,Super built-up  Area,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
8923,Super built-up  Area,Whitefield,3 BHK,2321.0,4.0,157.0,3,6764.325721671693
8924,Super built-up  Area,Whitefield,2 BHK,1224.0,2.0,75.0,2,6127.450980392156
8925,Super built-up  Area,Whitefield,3 BHK,1655.0,3.0,113.0,3,6827.794561933535
8927,Built-up  Area,Whitefield,5 Bedroom,4144.0,5.0,331.0,5,7987.451737451737
8930,Plot  Area,Whitefield,3 Bedroom,1200.0,3.0,67.75,3,5645.833333333333
8931,Built-up  Area,Whitefield,4 BHK,2444.0,4.0,145.0,4,5932.896890343699
8932,Built-up  Area,Whitefield,2 BHK,1270.0,2.0,110.0,2,8661.417322834646
8933,Super built-up  Area,Whitefield,3 BHK,1660.0,3.0,110.0,3,6626.506024096386
8934,Super built-up  Area,Whitefield,2 BHK,1270.0,2.0,105.0,2,8267.71653543307
8936,Super built-up  Area,Whitefield,2 BHK,1173.0,2.0,78.2,2,6666.666666666667
8937,Super built-up  Area,Whitefield,2 BHK,1362.0,2.0,85.0,2,6240.822320117474
8939,Super built-up  Area,Whitefield,3 BHK,1457.0,2.0,105.0,3,7206.588881262869
8940,Super built-up  Area,Whitefield,3 BHK,1720.0,3.0,128.0,3,7441.860465116279
8944,Super built-up  Area,Whitefield,3 BHK,1564.0,3.0,103.0,3,6585.677749360614
8948,Super built-up  Area,Whitefield,3 BHK,1639.0,3.0,107.0,3,6528.370957901159
8949,Super built-up  Area,Whitefield,3 BHK,1760.0,3.0,139.0,3,7897.727272727273
8950,Super built-up  Area,Whitefield,1 BHK,613.0,1.0,48.0,1,7830.342577487765
8951,Super built-up  Area,Whitefield,3 BHK,1730.0,3.0,125.0,3,7225.43352601156
8953,Super built-up  Area,Whitefield,1 BHK,877.0,1.0,59.0,1,6727.480045610034
8956,Built-up  Area,"Whitefield,",2 BHK,1300.0,2.0,58.0,2,4461.538461538462
8957,Super built-up  Area,Wilson Garden,2 BHK,1125.0,2.0,75.0,2,6666.666666666667
8958,Super built-up  Area,Wilson Garden,1 BHK,735.0,1.0,75.0,1,10204.081632653062
8959,Super built-up  Area,Wilson Garden,3 BHK,1655.0,3.0,155.0,3,9365.558912386707
8960,Built-up  Area,Wilson Garden,3 BHK,1680.0,3.0,135.0,3,8035.714285714285
8961,Super built-up  Area,Yarandahalli,2 BHK,1015.0,2.0,40.1,2,3950.7389162561576
8963,Super built-up  Area,Yelachenahalli,3 BHK,1464.0,2.0,105.0,3,7172.131147540984
8964,Super built-up  Area,Yelachenahalli,2 BHK,2400.0,1.0,150.0,2,6250.0
8965,Super built-up  Area,Yelachenahalli,3 BHK,1700.0,3.0,130.0,3,7647.058823529412
8966,Super built-up  Area,Yelachenahalli,2 BHK,1080.0,2.0,55.0,2,5092.592592592592
8967,Super built-up  Area,Yelachenahalli,2 BHK,1400.0,2.0,78.0,2,5571.428571428572
8968,Super built-up  Area,Yelachenahalli,3 BHK,1330.0,3.0,73.5,3,5526.315789473684
8969,Super built-up  Area,Yelachenahalli,2 BHK,800.0,1.0,30.0,2,3750.0
8970,Super built-up  Area,Yelachenahalli,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
8971,Super built-up  Area,Yelachenahalli,3 BHK,1365.0,2.0,72.0,3,5274.725274725275
8972,Built-up  Area,Yelachenahalli,2 BHK,1103.0,2.0,55.0,2,4986.400725294651
8973,Super built-up  Area,Yelachenahalli,2 BHK,1000.0,2.0,50.0,2,5000.0
8975,Super built-up  Area,Yelahanka,2 BHK,1326.0,2.0,78.0,2,5882.35294117647
8982,Super built-up  Area,Yelahanka,3 BHK,1705.0,3.0,95.0,3,5571.847507331378
8983,Super built-up  Area,Yelahanka,2 BHK,1234.0,2.0,80.0,2,6482.982171799027
8984,Super built-up  Area,Yelahanka,2 BHK,1315.0,2.0,85.0,2,6463.878326996198
8985,Super built-up  Area,Yelahanka,2 BHK,1170.0,2.0,62.5,2,5341.880341880342
8987,Super built-up  Area,Yelahanka,1 BHK,697.0,1.0,45.0,1,6456.241032998565
8989,Built-up  Area,Yelahanka,3 BHK,2195.0,4.0,127.0,3,5785.876993166287
8991,Super built-up  Area,Yelahanka,3 BHK,1614.0,3.0,95.0,3,5885.9975216852545
8993,Super built-up  Area,Yelahanka,1 BHK,628.0,1.0,24.0,1,3821.6560509554142
8996,Super built-up  Area,Yelahanka,1 BHK,654.0,1.0,38.4,1,5871.559633027523
9003,Super built-up  Area,Yelahanka,3 BHK,1825.0,3.0,105.0,3,5753.424657534247
9004,Super built-up  Area,Yelahanka,3 BHK,1603.0,3.0,96.0,3,5988.7710542732375
9005,Super built-up  Area,Yelahanka,2 BHK,1304.0,2.0,79.0,2,6058.2822085889575
9011,Super built-up  Area,Yelahanka,3 BHK,1517.0,3.0,76.3,3,5029.663810151615
9015,Super built-up  Area,Yelahanka,2 BHK,1327.0,2.0,85.0,2,6405.42577241899
9018,Super built-up  Area,Yelahanka,3 BHK,1566.0,3.0,97.0,3,6194.125159642401
9020,Super built-up  Area,Yelahanka,2 BHK,1270.0,2.0,78.0,2,6141.7322834645665
9021,Super built-up  Area,Yelahanka,3 BHK,1400.0,2.0,80.54,3,5752.857142857143
9023,Super built-up  Area,Yelahanka,2 BHK,1322.0,2.0,86.0,2,6505.295007564297
9024,Super built-up  Area,Yelahanka,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
9025,Plot  Area,Yelahanka,2 Bedroom,1200.0,2.0,70.0,2,5833.333333333333
9027,Built-up  Area,Yelahanka,5 Bedroom,4000.0,5.0,220.0,5,5500.0
9028,Plot  Area,Yelahanka,4 Bedroom,2675.0,4.0,140.0,4,5233.644859813084
9030,Super built-up  Area,Yelahanka,1 BHK,654.0,1.0,37.0,1,5657.492354740061
9031,Built-up  Area,Yelahanka,3 BHK,1465.0,3.0,80.01,3,5461.433447098977
9035,Super built-up  Area,Yelahanka,3 BHK,1692.0,3.0,83.0,3,4905.437352245863
9040,Super built-up  Area,Yelahanka,3 BHK,2145.0,3.0,125.0,3,5827.505827505827
9042,Super built-up  Area,Yelahanka,2 BHK,1322.0,2.0,75.0,2,5673.2223903177
9045,Super built-up  Area,Yelahanka,1 BHK,602.0,1.0,26.0,1,4318.936877076412
9046,Super built-up  Area,Yelahanka,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
9047,Super built-up  Area,Yelahanka,3 BHK,1614.0,2.0,100.0,3,6195.786864931846
9048,Super built-up  Area,Yelahanka,3 BHK,1890.0,3.0,108.0,3,5714.285714285715
9049,Super built-up  Area,Yelahanka,3 BHK,1556.0,3.0,86.0,3,5526.9922879177375
9050,Super built-up  Area,Yelahanka,3 BHK,1610.0,4.0,85.0,3,5279.503105590062
9056,Super built-up  Area,Yelahanka,3 BHK,1859.0,3.0,108.0,3,5809.575040344271
9058,Super built-up  Area,Yelahanka,2 BHK,1322.0,2.0,80.0,2,6051.437216338881
9061,Super built-up  Area,Yelahanka,4 BHK,2600.0,4.0,175.0,4,6730.7692307692305
9062,Super built-up  Area,Yelahanka,2 BHK,1305.0,2.0,78.0,2,5977.0114942528735
9064,Super built-up  Area,Yelahanka,3 BHK,1711.0,3.0,85.61,3,5003.506721215664
9065,Built-up  Area,Yelahanka,2 BHK,1315.0,2.0,75.0,2,5703.42205323194
9066,Built-up  Area,Yelahanka,6 Bedroom,3600.0,6.0,200.0,6,5555.555555555556
9068,Super built-up  Area,Yelahanka,3 BHK,1614.0,3.0,95.0,3,5885.9975216852545
9069,Built-up  Area,Yelahanka,3 BHK,1650.0,3.0,105.0,3,6363.636363636364
9074,Built-up  Area,Yelahanka,4 Bedroom,3990.0,4.0,260.0,4,6516.290726817043
9075,Built-up  Area,Yelahanka,3 BHK,1620.0,3.0,90.0,3,5555.555555555556
9076,Super built-up  Area,Yelahanka,1 BHK,654.0,1.0,36.25,1,5542.813455657492
9077,Super built-up  Area,Yelahanka,3 BHK,1614.0,3.0,93.0,3,5762.081784386617
9078,Super built-up  Area,Yelahanka,1 BHK,694.0,1.0,30.84,1,4443.804034582133
9079,Super built-up  Area,Yelahanka,2 BHK,1115.0,2.0,60.0,2,5381.165919282511
9080,Super built-up  Area,Yelahanka,3 BHK,2317.0,4.0,140.0,3,6042.296072507553
9081,Super built-up  Area,Yelahanka,3 BHK,1653.0,3.0,93.0,3,5626.134301270417
9082,Super built-up  Area,Yelahanka,1 BHK,654.0,1.0,38.0,1,5810.397553516819
9084,Super built-up  Area,Yelahanka,2 BHK,1445.0,2.0,82.0,2,5674.740484429066
9086,Super built-up  Area,Yelahanka,1 BHK,602.0,1.0,38.0,1,6312.292358803987
9087,Super built-up  Area,Yelahanka,1 BHK,697.0,1.0,35.0,1,5021.520803443329
9089,Super built-up  Area,Yelahanka,1 BHK,682.0,1.0,36.23,1,5312.316715542522
9091,Built-up  Area,Yelahanka,3 BHK,1560.0,2.0,98.0,3,6282.051282051282
9092,Super built-up  Area,Yelahanka,3 BHK,1780.0,3.0,107.0,3,6011.23595505618
9093,Built-up  Area,Yelahanka,3 BHK,1342.0,2.0,75.0,3,5588.673621460507
9094,Super built-up  Area,Yelahanka,3 BHK,1823.0,3.0,103.0,3,5650.027427317608
9095,Super built-up  Area,Yelahanka,3 BHK,1792.0,3.0,104.0,3,5803.571428571428
9096,Super built-up  Area,Yelahanka,2 BHK,1304.0,2.0,69.97,2,5365.79754601227
9099,Super built-up  Area,Yelahanka,2 BHK,1300.0,2.0,69.23,2,5325.384615384615
9100,Super built-up  Area,Yelahanka,3 BHK,1705.0,3.0,91.0,3,5337.243401759531
9102,Super built-up  Area,Yelahanka,3 BHK,1835.0,3.0,108.0,3,5885.558583106267
9103,Built-up  Area,Yelahanka,3 BHK,1847.0,3.0,92.0,3,4981.050351922036
9105,Super built-up  Area,Yelahanka,3 BHK,1890.0,3.0,109.0,3,5767.195767195767
9106,Super built-up  Area,Yelahanka,1 BHK,700.0,1.0,38.0,1,5428.571428571428
9107,Super built-up  Area,Yelahanka,3 BHK,1491.0,3.0,85.0,3,5700.871898054997
9108,Built-up  Area,Yelahanka,4 Bedroom,2088.0,5.0,110.0,4,5268.199233716475
9111,Super built-up  Area,Yelahanka,4 BHK,3019.0,6.0,190.0,4,6293.474660483604
9113,Super built-up  Area,Yelahanka,3 BHK,1600.0,3.0,100.0,3,6250.0
9117,Super built-up  Area,Yelahanka,3 BHK,1705.0,3.0,85.0,3,4985.337243401759
9118,Built-up  Area,Yelahanka,3 BHK,1350.0,2.0,85.0,3,6296.2962962962965
9119,Built-up  Area,Yelahanka,3 BHK,1633.0,3.0,110.0,3,6736.068585425597
9120,Super built-up  Area,Yelahanka,1 BHK,827.5,1.0,42.535,1,5140.181268882176
9122,Super built-up  Area,Yelahanka,3 BHK,1355.0,2.0,75.0,3,5535.055350553505
9125,Super built-up  Area,Yelahanka,2 BHK,1104.0,2.0,58.0,2,5253.623188405797
9127,Super built-up  Area,Yelahanka,2 BHK,1175.0,2.0,67.77,2,5767.659574468085
9128,Super built-up  Area,Yelahanka,2 BHK,1322.0,2.0,77.9,2,5892.586989409986
9129,Built-up  Area,Yelahanka,1 BHK,602.0,1.0,33.0,1,5481.72757475083
9130,Super built-up  Area,Yelahanka,2 BHK,1315.0,2.0,77.0,2,5855.513307984791
9133,Built-up  Area,Yelahanka,1 BHK,567.0,1.0,25.0,1,4409.171075837742
9135,Super built-up  Area,Yelahanka,1 BHK,602.0,2.0,30.0,1,4983.388704318937
9137,Super built-up  Area,Yelahanka,2 BHK,1234.0,2.0,80.0,2,6482.982171799027
9140,Super built-up  Area,Yelahanka,2 BHK,1267.0,3.0,78.0,2,6156.274664561957
9141,Super built-up  Area,Yelahanka,2 BHK,1360.0,2.0,78.19,2,5749.264705882353
9143,Built-up  Area,Yelahanka New Town,1 BHK,650.0,1.0,33.0,1,5076.923076923077
9144,Super built-up  Area,Yelahanka New Town,1 BHK,500.0,1.0,20.0,1,4000.0
9145,Super built-up  Area,Yelahanka New Town,1 BHK,440.0,1.0,16.5,1,3750.0
9146,Super built-up  Area,Yelahanka New Town,3 BHK,1610.0,3.0,92.0,3,5714.285714285715
9147,Super built-up  Area,Yelahanka New Town,3 BHK,1700.0,3.0,90.0,3,5294.117647058823
9148,Super built-up  Area,Yelahanka New Town,1 BHK,650.0,1.0,20.0,1,3076.923076923077
9149,Built-up  Area,Yelahanka New Town,1 BHK,350.0,1.0,13.5,1,3857.1428571428573
9151,Super built-up  Area,Yelahanka New Town,2 BHK,1385.0,2.0,65.0,2,4693.140794223827
9152,Super built-up  Area,Yelahanka New Town,1 BHK,500.0,2.0,24.0,1,4800.0
9153,Built-up  Area,Yelahanka New Town,1 BHK,650.0,1.0,17.0,1,2615.3846153846152
9154,Built-up  Area,Yelahanka New Town,1 BHK,450.0,1.0,16.0,1,3555.5555555555557
9156,Super built-up  Area,Yelahanka New Town,2 BHK,960.0,2.0,50.0,2,5208.333333333333
9158,Built-up  Area,Yelahanka New Town,3 BHK,1209.0,2.0,65.0,3,5376.344086021505
9159,Super built-up  Area,Yelahanka New Town,3 BHK,1400.0,2.0,80.0,3,5714.285714285715
9160,Super built-up  Area,Yelahanka New Town,1 BHK,450.0,1.0,15.0,1,3333.3333333333335
9161,Super built-up  Area,Yelahanka New Town,1 BHK,500.0,1.0,18.0,1,3600.0
9162,Super built-up  Area,Yelahanka New Town,3 BHK,1420.0,2.0,75.0,3,5281.69014084507
9164,Plot  Area,Yelahanka New Town,2 Bedroom,2200.0,2.0,180.0,2,8181.818181818182
9165,Built-up  Area,Yelahanka New Town,1 BHK,488.0,1.0,20.0,1,4098.360655737705
9166,Super built-up  Area,Yelahanka New Town,2 BHK,1100.0,2.0,58.0,2,5272.727272727273
9169,Built-up  Area,Yelahanka New Town,2 BHK,1000.0,2.0,44.0,2,4400.0
9170,Super built-up  Area,Yelahanka New Town,1 BHK,650.0,1.0,18.0,1,2769.230769230769
9172,Plot  Area,Yelahanka New Town,3 Bedroom,1740.0,3.0,150.0,3,8620.689655172413
9173,Built-up  Area,Yelahanka New Town,2 BHK,1290.0,2.0,70.0,2,5426.356589147287
9175,Super built-up  Area,Yelenahalli,2 BHK,1240.0,2.0,47.12,2,3800.0
9176,Built-up  Area,Yelenahalli,2 BHK,1200.0,2.0,46.17,2,3847.5
9178,Super built-up  Area,Yelenahalli,2 BHK,1260.0,2.0,47.88,2,3800.0
9180,Super built-up  Area,Yelenahalli,2 BHK,1175.0,2.0,50.0,2,4255.31914893617
9181,Super built-up  Area,Yelenahalli,3 BHK,1650.0,3.0,68.0,3,4121.212121212121
9182,Super built-up  Area,Yelenahalli,2 BHK,1200.0,2.0,45.6,2,3800.0
9183,Built-up  Area,Yelenahalli,2 BHK,1200.0,2.0,46.17,2,3847.5
9184,Super built-up  Area,Yelenahalli,2 BHK,1160.0,2.0,44.08,2,3800.0
9185,Super built-up  Area,Yemlur,2 BHK,1355.0,2.0,95.0,2,7011.070110701107
9186,Plot  Area,Yemlur,8 Bedroom,12000.0,9.0,1900.0,8,15833.333333333334
9187,Plot  Area,Yemlur,4 Bedroom,11000.0,5.0,2000.0,4,18181.81818181818
9188,Plot  Area,Yemlur,4 Bedroom,8400.0,5.0,1675.0,4,19940.47619047619
9189,Plot  Area,Yemlur,5 Bedroom,10000.0,5.0,1950.0,5,19500.0
9191,Super built-up  Area,Yeshwanthpur,3 BHK,1693.0,3.0,108.0,3,6379.208505611341
9192,Super built-up  Area,Yeshwanthpur,1 BHK,667.0,1.0,36.85,1,5524.737631184408
9193,Super built-up  Area,Yeshwanthpur,4 BHK,1950.0,4.0,130.0,4,6666.666666666667
9195,Super built-up  Area,Yeshwanthpur,1 BHK,665.0,1.0,36.85,1,5541.353383458647
9199,Super built-up  Area,Yeshwanthpur,1 BHK,671.0,1.0,36.85,1,5491.803278688524
9200,Super built-up  Area,Yeshwanthpur,2 BHK,1277.5,2.0,95.815,2,7500.1956947162425
9201,Super built-up  Area,Yeshwanthpur,1 BHK,668.0,1.0,36.85,1,5516.4670658682635
9202,Super built-up  Area,Yeshwanthpur,2 BHK,1185.0,2.0,75.84,2,6400.0
9203,Super built-up  Area,Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2,8368.200836820084
9204,Super built-up  Area,Yeshwanthpur,3 BHK,1313.0,3.0,96.0,3,7311.500380807312
9205,Super built-up  Area,Yeshwanthpur,2 BHK,1400.0,2.0,100.0,2,7142.857142857143
9208,Super built-up  Area,Yeshwanthpur,1 BHK,673.0,1.0,36.85,1,5475.482912332838
9209,Super built-up  Area,Yeshwanthpur,2 BHK,717.0,2.0,49.475,2,6900.278940027894
9212,Super built-up  Area,Yeshwanthpur,1 BHK,605.0,1.0,41.745,1,6899.999999999999
9214,Super built-up  Area,Yeshwanthpur,1 BHK,669.0,1.0,36.85,1,5508.221225710015
9216,Built-up  Area,Yeshwanthpur,3 BHK,3027.0,4.0,260.0,3,8589.362405021473
9219,Super built-up  Area,Yeshwanthpur,1 BHK,670.0,1.0,36.85,1,5500.0
9222,Super built-up  Area,Yeshwanthpur,2 BHK,1240.0,2.0,80.0,2,6451.612903225807
9223,Super built-up  Area,Yeshwanthpur,3 BHK,1713.0,3.0,110.0,3,6421.482778750729
9224,Super built-up  Area,Yeshwanthpur,2 BHK,1144.0,2.0,67.0,2,5856.643356643357
9225,Super built-up  Area,Yeshwanthpur,2 BHK,1541.0,2.0,130.0,2,8436.080467229072
9227,Plot  Area,Yeshwanthpur,2 Bedroom,1362.0,2.0,100.0,2,7342.143906020558
9228,Super built-up  Area,Yeshwanthpur,1 BHK,666.0,1.0,36.8,1,5525.525525525525
9229,Super built-up  Area,Yeshwanthpur,3 BHK,1855.0,3.0,140.0,3,7547.169811320755
9231,Super built-up  Area,Yeshwanthpur,2 BHK,1165.0,2.0,85.0,2,7296.137339055794
9234,Super built-up  Area,Yeshwanthpur,3 BHK,1825.0,3.0,145.0,3,7945.2054794520545
9236,Super built-up  Area,Yeshwanthpur,1 BHK,994.0,2.0,54.67,1,5500.0
9237,Built-up  Area,Yeshwanthpur,1 BHK,650.0,1.0,40.0,1,6153.846153846154
